Commodity,Date,Quality,Location,Price (per kg)
Coriander,14-Jul,"Coriander Seeds Eagle,GST & Freight extra at actual",Pratapgarh(Rajasthan),75
Coriander,14-Jul,"Coriander Seeds Badami,GST & Freight extra at actual",Pratapgarh(Rajasthan),67
Cumin seeds,14-Jul,Singapore 99,Pratapgarh(Rajasthan),640
Turmeric,14-Jul,Turmeric powder Curcumin content- around 3 % Moisture- less than5%,Sangli(Maharashtra),123
Dry Chilli,14-Jul,Teja Stem,Guntur(Andhra Pradesh),245
Dry Chilli,14-Jul,Teja stem less,Guntur(Andhra Pradesh),345
Dry Chilli,14-Jul,Teja Stem Cut,Guntur(Andhra Pradesh),285
Dry Chilli,14-Jul,Sannam with stem,Guntur(Andhra Pradesh),240
Dry Chilli,14-Jul,Sannam stem less,Guntur(Andhra Pradesh),280
Dry Chilli,14-Jul,Syngenta Bydigi Stem,Guntur(Andhra Pradesh),220
Dry Chilli,14-Jul,Syngenta Bydigi Stem less,Guntur(Andhra Pradesh),280
Turmeric,14-Jul,1.5 % Powder,Unjha / Mundra Delivery,56
Turmeric,14-Jul,2 % Powder,Unjha / Mundra Delivery,66
Turmeric,14-Jul,2.5 Powder,Unjha / Mundra Delivery,71
Turmeric,14-Jul,3 % Powder,Unjha / Mundra Delivery,81
Turmeric,14-Jul,Yellow Powder,Unjha / Mundra Delivery,43
Turmeric,14-Jul,Orange Powder,Unjha / Mundra Delivery,45
Dry Chilli,14-Jul,Chilli Flakes (Low),Unjha / Mundra Delivery,195
Dry Chilli,14-Jul,Chilli Flakes (Medium),Unjha / Mundra Delivery,280
Dry Chilli,14-Jul,Chilli Flakes (Reguler),Unjha / Mundra Delivery,250
Dry Chilli,14-Jul,Chilli Flakes (Deluxe),Unjha / Mundra Delivery,350
Dry Chilli,14-Jul,Chilli Flakes (Reguler),Unjha / Mundra Delivery,240
Dry Chilli,14-Jul,M Lower (M Lower),Unjha / Mundra Delivery,205
Dry Chilli,14-Jul,Medium Grade,Unjha / Mundra Delivery,120
Dry Chilli,14-Jul,Chilli Powder Lower Grade,Unjha / Mundra Delivery,100
Dry Chilli,14-Jul,Chilli Powder Medium Lower,Unjha / Mundra Delivery,120
Dry Chilli,14-Jul,CHILLI POWDER (60 ASTA / 70k SHU ),Unjha / Mundra Delivery,245
Dry Chilli,14-Jul,CHILLI POWDER (60 ASTA / 30k SHU),Unjha / Mundra Delivery,225
Cumin seeds,14-Jul,Singapore 99,Kanpur(Uttar Pradesh),690
Dry Chilli,14-Jul,Dehydrated Red Chilli powder,Shirdi(Maharashtra),250
Cumin seeds,14-Jul,Dehydrated Cumin powder,Shirdi(Maharashtra),360
Turmeric,14-Jul,1%,Shirdi(Maharashtra),80
Turmeric,14-Jul,1.50%,Shirdi(Maharashtra),90
Turmeric,14-Jul,2%,Shirdi(Maharashtra),95
Turmeric,14-Jul,2.50%,Shirdi(Maharashtra),100
Turmeric,14-Jul,3%,Shirdi(Maharashtra),105
Turmeric,14-Jul,4%,Shirdi(Maharashtra),115
Turmeric,14-Jul,5%,Shirdi(Maharashtra),130
Turmeric,14-Jul,Turmeric powder best quality,Baroda(Gujarat),100
Dry Chilli,14-Jul,Chilli powder,Baroda(Gujarat),280
Dry Chilli,14-Jul,Chilli flake,Baroda(Gujarat),290
Turmeric,14-Jul,Turmeric finger,Baroda(Gujarat),110
Coriander,14-Jul,Coriander seeds,Baroda(Gujarat),110
Coriander,14-Jul,Coriander powder,Baroda(Gujarat),100
Cumin seeds,14-Jul,Cumin Seeds Singapore 99,Baroda(Gujarat),600
Cumin seeds,14-Jul,Cumin Seeds Powder,Baroda(Gujarat),400
Turmeric,14-Jul,Turmeric Finger Selum,Nanded(Maharashtra),100
Turmeric,14-Jul,Bulb Selum Premium Export Quality,Nanded(Maharashtra),90
Coriander,14-Jul,Eagle,Rajkot(Gujarat),74
Coriander,14-Jul,Eagle plus,Rajkot(Gujarat),76
Coriander,14-Jul,Scooter,Rajkot(Gujarat),83
Coriander,14-Jul,Scooter plus,Rajkot(Gujarat),85
Coriander,14-Jul,Single parrot,Rajkot(Gujarat),95
Turmeric,14-Jul,Double polished turmeric finger + Gst,Behrampur(Odissa),65-69
Cumin seeds,14-Jul,Farmers Grade,Madhavpur(Gujarat),490
Cumin seeds,14-Jul,Cumin Seeds Singapore 99,Madhavpur(Gujarat),580
Cumin seeds,14-Jul,Domestic Quality,Unjha(Gujarat),460
Coriander,14-Jul,Quality Scooter,Mundra-port(Gujarat),98
Turmeric,14-Jul,"Turmeric powder,Curcumin content- 1%",Deesa(Gujarat),50
Turmeric,14-Jul,"Turmeric powder,Curcumin content- 1.5%",Deesa(Gujarat),65
Turmeric,14-Jul,"Turmeric powder,Curcumin content- 2%",Deesa(Gujarat),75
Turmeric,14-Jul,"Turmeric powder,Curcumin content- 2.5%",Deesa(Gujarat),82
Turmeric,14-Jul,"Turmeric powder,Curcumin content- 3%",Deesa(Gujarat),90
Turmeric,14-Jul,"Turmeric powder,Curcumin content- 4%",Deesa(Gujarat),105
Turmeric,14-Jul,"Turmeric powder,Curcumin content- 5%",Deesa(Gujarat),120
Dry Chilli,14-Jul,Chilli Powder (Kashmiri),Deesa(Gujarat),500-800
Dry Chilli,14-Jul,Chilli Powder (A Grade),Deesa(Gujarat),300
Dry Chilli,14-Jul,Chilli Powder (B Grade),Deesa(Gujarat),290
Dry Chilli,14-Jul,Chilli Powder (C Grade),Deesa(Gujarat),250
Dry Chilli,14-Jul,Chilli Powder (D Grade),Deesa(Gujarat),160
Dry Chilli,14-Jul,Chilli Powder (Russia Grade),Deesa(Gujarat),110-140
Dry Chilli,14-Jul,Chilli Flakes (Low),Deesa(Gujarat),200
Dry Chilli,14-Jul,Chilli Flakes (Medium),Deesa(Gujarat),230
Dry Chilli,14-Jul,Chilli Flakes (Reguler),Deesa(Gujarat),250
Dry Chilli,14-Jul,Chilli Flakes (Deluxe),Deesa(Gujarat),290
Cumin seeds,14-Jul,Cumin Powder (Premium),Deesa(Gujarat),490
Cumin seeds,14-Jul,Cumin Powder (Medium),Deesa(Gujarat),410
Cumin seeds,14-Jul,Cumin Powder (Regular),Deesa(Gujarat),370
Cumin seeds,14-Jul,Cumin Powder (Low),Deesa(Gujarat),130-300
Coriander,14-Jul,Coriander Powder (Premium),Deesa(Gujarat),100
Coriander,14-Jul,Coriander Powder (Medium),Deesa(Gujarat),90
Coriander,14-Jul,Coriander Powder (Regular),Deesa(Gujarat),80
Coriander,14-Jul,Coriander Powder (Low),Deesa(Gujarat),55-60
Dry Chilli,14-Jul,SANIYA SUPER DELUX WITH STEM,Jodhpur(Rajasthan),270
Dry Chilli,14-Jul,SANIYA SUPER DELUX WITHOUT STEM,Jodhpur(Rajasthan),330
Dry Chilli,14-Jul,REVA SUPER DELUX WITH STEM,Jodhpur(Rajasthan),300
Dry Chilli,14-Jul,PUNJAB AVERAGE BEST WITH STEM,Jodhpur(Rajasthan),150
Dry Chilli,14-Jul,WONDERHOT SUPER DELUX WITH STEM,Jodhpur(Rajasthan),360
Dry Chilli,14-Jul,WONDERHOT SINGAL PATTI WITH STEM,Jodhpur(Rajasthan),330
Dry Chilli,14-Jul,TURMARIC NIZAMABAD DOUBLE POLICE GATHA,Jodhpur(Rajasthan),105
Dry Chilli,14-Jul,TURMARIC SALEM SINGAL POLICE FALI,Jodhpur(Rajasthan),980
Dry Chilli,14-Jul,TURMARIC NIJAMABAD DOUBLE POLICE,Jodhpur(Rajasthan),103
Cumin seeds,14-Jul,Extra bold + 5% GST,Unjha(Gujarat),668
Cumin seeds,14-Jul,Diamond + 5% GST,Unjha(Gujarat),648
Cumin seeds,14-Jul,Bombay bold + 5% GST,Unjha(Gujarat),633
Cumin seeds,14-Jul,Jupiter + 5% GST,Unjha(Gujarat),623
Cumin seeds,14-Jul,Vivo + 5% GST,Unjha(Gujarat),613
Coriander,14-Jul,Bold Eagle + 5% GST,Unjha(Gujarat),73
Coriander,14-Jul,Bold Eagle plus + 5% GST,Unjha(Gujarat),77
Coriander,14-Jul,Bold Scooter + 5% GST,Unjha(Gujarat),80
Coriander,14-Jul,Bold Scooter plus + 5% GST,Unjha(Gujarat),82
Coriander,14-Jul,Bold Diamond + 5% GST,Unjha(Gujarat),92
Coriander,14-Jul,Bold Singal parrot + 5% GST,Unjha(Gujarat),100
Coriander,14-Jul,Split Eagle + 5% GST,Unjha(Gujarat),65
Coriander,14-Jul,Split Eagle plus + 5% GST,Unjha(Gujarat),68
Coriander,14-Jul,Split Scooter + 5% GST,Unjha(Gujarat),87
Coriander,14-Jul,Small Eagle plus(royal) + 5% GST,Unjha(Gujarat),77
Coriander,14-Jul,Small Scooter (seven star)+ 5% GST,Unjha(Gujarat),90
Coriander,14-Jul,Small Single parrot (ever green) + 5% GST,Unjha(Gujarat),126
Coriander,14-Jul,Badami loose,Ramganj-Mandi(Rajasthan),50-61
Coriander,14-Jul,Eagle loose,Ramganj-Mandi(Rajasthan),63-70
Coriander,14-Jul,Scooter loose,Ramganj-Mandi(Rajasthan),70-78
Coriander,14-Jul,Single parrot,Ramganj-Mandi(Rajasthan),78-90
Coriander,14-Jul,Double parrot and extra green,Ramganj-Mandi(Rajasthan),95+
Coriander,14-Jul,Dal(Eagle),Ramganj-Mandi(Rajasthan),70
Coriander,14-Jul,Eagle,Ramganj-Mandi(Rajasthan),77
Coriander,14-Jul,Scooter,Ramganj-Mandi(Rajasthan),100
Coriander,14-Jul,Single parrot,Ramganj-Mandi(Rajasthan),115
Cumin seeds,14-Jul,Singapore 99,Udaipur(Rajasthan),635
Cumin seeds,14-Jul,Singapore 99,Shirdi(Maharashtra),680
Coriander,15-Jul,"Coriander Seeds Eagle,GST & Freight extra at actual",Pratapgarh(Rajasthan),75
Coriander,15-Jul,"Coriander Seeds Badami,GST & Freight extra at actual",Pratapgarh(Rajasthan),67
Cumin seeds,15-Jul,Singapore 99,Pratapgarh(Rajasthan),640
Turmeric,15-Jul,Turmeric powder Curcumin content- around 3 % Moisture- less than5%,Sangli(Maharashtra),123
Dry Chilli,15-Jul,Teja Stem,Guntur(Andhra Pradesh),245
Dry Chilli,15-Jul,Teja stem less,Guntur(Andhra Pradesh),345
Dry Chilli,15-Jul,Teja Stem Cut,Guntur(Andhra Pradesh),285
Dry Chilli,15-Jul,Sannam with stem,Guntur(Andhra Pradesh),240
Dry Chilli,15-Jul,Sannam stem less,Guntur(Andhra Pradesh),280
Dry Chilli,15-Jul,Syngenta Bydigi Stem,Guntur(Andhra Pradesh),220
Dry Chilli,15-Jul,Syngenta Bydigi Stem less,Guntur(Andhra Pradesh),280
Turmeric,15-Jul,1.5 % Powder,Unjha / Mundra Delivery,56
Turmeric,15-Jul,2 % Powder,Unjha / Mundra Delivery,66
Turmeric,15-Jul,2.5 Powder,Unjha / Mundra Delivery,71
Turmeric,15-Jul,3 % Powder,Unjha / Mundra Delivery,81
Turmeric,15-Jul,Yellow Powder,Unjha / Mundra Delivery,43
Turmeric,15-Jul,Orange Powder,Unjha / Mundra Delivery,45
Dry Chilli,15-Jul,Chilli Flakes (Low),Unjha / Mundra Delivery,195
Dry Chilli,15-Jul,Chilli Flakes (Medium),Unjha / Mundra Delivery,280
Dry Chilli,15-Jul,Chilli Flakes (Reguler),Unjha / Mundra Delivery,250
Dry Chilli,15-Jul,Chilli Flakes (Deluxe),Unjha / Mundra Delivery,350
Dry Chilli,15-Jul,Chilli Flakes (Reguler),Unjha / Mundra Delivery,240
Dry Chilli,15-Jul,M Lower (M Lower),Unjha / Mundra Delivery,205
Dry Chilli,15-Jul,Medium Grade,Unjha / Mundra Delivery,120
Dry Chilli,15-Jul,Chilli Powder Lower Grade,Unjha / Mundra Delivery,100
Dry Chilli,15-Jul,Chilli Powder Medium Lower,Unjha / Mundra Delivery,120
Dry Chilli,15-Jul,CHILLI POWDER (60 ASTA / 70k SHU ),Unjha / Mundra Delivery,245
Dry Chilli,15-Jul,CHILLI POWDER (60 ASTA / 30k SHU),Unjha / Mundra Delivery,225
Cumin seeds,15-Jul,Singapore 99,Kanpur(Uttar Pradesh),690
Dry Chilli,15-Jul,Dehydrated Red Chilli powder,Shirdi(Maharashtra),250
Cumin seeds,15-Jul,Dehydrated Cumin powder,Shirdi(Maharashtra),360
Turmeric,15-Jul,1%,Shirdi(Maharashtra),80
Turmeric,15-Jul,1.50%,Shirdi(Maharashtra),90
Turmeric,15-Jul,2%,Shirdi(Maharashtra),95
Turmeric,15-Jul,2.50%,Shirdi(Maharashtra),100
Turmeric,15-Jul,3%,Shirdi(Maharashtra),105
Turmeric,15-Jul,4%,Shirdi(Maharashtra),115
Turmeric,15-Jul,5%,Shirdi(Maharashtra),130
Turmeric,15-Jul,Turmeric powder best quality,Baroda(Gujarat),100
Dry Chilli,15-Jul,Chilli powder,Baroda(Gujarat),280
Dry Chilli,15-Jul,Chilli flake,Baroda(Gujarat),290
Turmeric,15-Jul,Turmeric finger,Baroda(Gujarat),110
Coriander,15-Jul,Coriander seeds,Baroda(Gujarat),110
Coriander,15-Jul,Coriander powder,Baroda(Gujarat),100
Cumin seeds,15-Jul,Cumin Seeds Singapore 99,Baroda(Gujarat),600
Cumin seeds,15-Jul,Cumin Seeds Powder,Baroda(Gujarat),400
Turmeric,15-Jul,Turmeric Finger Selum,Nanded(Maharashtra),100
Turmeric,15-Jul,Bulb Selum Premium Export Quality,Nanded(Maharashtra),90
Coriander,15-Jul,Eagle,Rajkot(Gujarat),74
Coriander,15-Jul,Eagle plus,Rajkot(Gujarat),76
Coriander,15-Jul,Scooter,Rajkot(Gujarat),83
Coriander,15-Jul,Scooter plus,Rajkot(Gujarat),85
Coriander,15-Jul,Single parrot,Rajkot(Gujarat),95
Turmeric,15-Jul,Double polished turmeric finger + Gst,Behrampur(Odissa),65-69
Cumin seeds,15-Jul,Farmers Grade,Madhavpur(Gujarat),490
Cumin seeds,15-Jul,Cumin Seeds Singapore 99,Madhavpur(Gujarat),580
Cumin seeds,15-Jul,Domestic Quality,Unjha(Gujarat),460
Coriander,15-Jul,Quality Scooter,Mundra-port(Gujarat),98
Turmeric,15-Jul,"Turmeric powder,Curcumin content- 1%",Deesa(Gujarat),50
Turmeric,15-Jul,"Turmeric powder,Curcumin content- 1.5%",Deesa(Gujarat),65
Turmeric,15-Jul,"Turmeric powder,Curcumin content- 2%",Deesa(Gujarat),75
Turmeric,15-Jul,"Turmeric powder,Curcumin content- 2.5%",Deesa(Gujarat),82
Turmeric,15-Jul,"Turmeric powder,Curcumin content- 3%",Deesa(Gujarat),90
Turmeric,15-Jul,"Turmeric powder,Curcumin content- 4%",Deesa(Gujarat),105
Turmeric,15-Jul,"Turmeric powder,Curcumin content- 5%",Deesa(Gujarat),120
Dry Chilli,15-Jul,Chilli Powder (Kashmiri),Deesa(Gujarat),500-800
Dry Chilli,15-Jul,Chilli Powder (A Grade),Deesa(Gujarat),300
Dry Chilli,15-Jul,Chilli Powder (B Grade),Deesa(Gujarat),290
Dry Chilli,15-Jul,Chilli Powder (C Grade),Deesa(Gujarat),250
Dry Chilli,15-Jul,Chilli Powder (D Grade),Deesa(Gujarat),160
Dry Chilli,15-Jul,Chilli Powder (Russia Grade),Deesa(Gujarat),110-140
Dry Chilli,15-Jul,Chilli Flakes (Low),Deesa(Gujarat),200
Dry Chilli,15-Jul,Chilli Flakes (Medium),Deesa(Gujarat),230
Dry Chilli,15-Jul,Chilli Flakes (Reguler),Deesa(Gujarat),250
Dry Chilli,15-Jul,Chilli Flakes (Deluxe),Deesa(Gujarat),290
Cumin seeds,15-Jul,Cumin Powder (Premium),Deesa(Gujarat),490
Cumin seeds,15-Jul,Cumin Powder (Medium),Deesa(Gujarat),410
Cumin seeds,15-Jul,Cumin Powder (Regular),Deesa(Gujarat),370
Cumin seeds,15-Jul,Cumin Powder (Low),Deesa(Gujarat),130-300
Coriander,15-Jul,Coriander Powder (Premium),Deesa(Gujarat),100
Coriander,15-Jul,Coriander Powder (Medium),Deesa(Gujarat),90
Coriander,15-Jul,Coriander Powder (Regular),Deesa(Gujarat),80
Coriander,15-Jul,Coriander Powder (Low),Deesa(Gujarat),55-60
Dry Chilli,15-Jul,SANIYA SUPER DELUX WITH STEM,Jodhpur(Rajasthan),270
Dry Chilli,15-Jul,SANIYA SUPER DELUX WITHOUT STEM,Jodhpur(Rajasthan),330
Dry Chilli,15-Jul,REVA SUPER DELUX WITH STEM,Jodhpur(Rajasthan),300
Dry Chilli,15-Jul,PUNJAB AVERAGE BEST WITH STEM,Jodhpur(Rajasthan),150
Dry Chilli,15-Jul,WONDERHOT SUPER DELUX WITH STEM,Jodhpur(Rajasthan),360
Dry Chilli,15-Jul,WONDERHOT SINGAL PATTI WITH STEM,Jodhpur(Rajasthan),330
Dry Chilli,15-Jul,TURMARIC NIZAMABAD DOUBLE POLICE GATHA,Jodhpur(Rajasthan),105
Dry Chilli,15-Jul,TURMARIC SALEM SINGAL POLICE FALI,Jodhpur(Rajasthan),980
Dry Chilli,15-Jul,TURMARIC NIJAMABAD DOUBLE POLICE,Jodhpur(Rajasthan),103
Coriander,15-Jul,Eagle + GST,Kota(Rajasthan),73
Cumin seeds,15-Jul,Extra bold + 5% GST,Unjha(Gujarat),668
Cumin seeds,15-Jul,Diamond + 5% GST,Unjha(Gujarat),648
Cumin seeds,15-Jul,Bombay bold + 5% GST,Unjha(Gujarat),633
Cumin seeds,15-Jul,Jupiter + 5% GST,Unjha(Gujarat),623
Cumin seeds,15-Jul,Vivo + 5% GST,Unjha(Gujarat),613
Coriander,15-Jul,Bold Eagle + 5% GST,Unjha(Gujarat),73
Coriander,15-Jul,Bold Eagle plus + 5% GST,Unjha(Gujarat),77
Coriander,15-Jul,Bold Scooter + 5% GST,Unjha(Gujarat),80
Coriander,15-Jul,Bold Scooter plus + 5% GST,Unjha(Gujarat),82
Coriander,15-Jul,Bold Diamond + 5% GST,Unjha(Gujarat),92
Coriander,15-Jul,Bold Singal parrot + 5% GST,Unjha(Gujarat),100
Coriander,15-Jul,Split Eagle + 5% GST,Unjha(Gujarat),65
Coriander,15-Jul,Split Eagle plus + 5% GST,Unjha(Gujarat),68
Coriander,15-Jul,Split Scooter + 5% GST,Unjha(Gujarat),87
Coriander,15-Jul,Small Eagle plus(royal) + 5% GST,Unjha(Gujarat),77
Coriander,15-Jul,Small Scooter (seven star)+ 5% GST,Unjha(Gujarat),90
Coriander,15-Jul,Small Single parrot (ever green) + 5% GST,Unjha(Gujarat),126
Cumin seeds,15-Jul,Singapore 99,Udaipur(Rajasthan),610
Cumin seeds,15-Jul,Singapore 99,Unjha(Gujarat),595
Dry Chilli,17-Jul,SANIYA SUPER DELUX WITH STEM,Jodhpur(Rajasthan),270
Dry Chilli,17-Jul,SANIYA SUPER DELUX STEMLESS,Jodhpur(Rajasthan),325
Dry Chilli,17-Jul,REVA SUPER DELUX WITH STEAM,Jodhpur(Rajasthan),300
Dry Chilli,17-Jul,WONDERHOT PLAIN DOUBLE PATTA DELUX WITH STEM,Jodhpur(Rajasthan),360
Dry Chilli,17-Jul,WONDERHOT SINGAL PATTA WITH STEM,Jodhpur(Rajasthan),330
Dry Chilli,17-Jul,TURMARIC NIZAMABAD DOUBLE POLICE,Jodhpur(Rajasthan),120
Dry Chilli,17-Jul,SALEM SINGAL POLICE,Jodhpur(Rajasthan),115
Dry Chilli,17-Jul,NIZAMABAD GATTHA DOUBLE POLICE,Jodhpur(Rajasthan),120
Dry Chilli,17-Jul,AADITYA 501 IROD GATTHA,Jodhpur(Rajasthan),125
Cumin seeds,17-Jul,CUMIN POWDER,Rajkot(Gujarat),806
Coriander,17-Jul,CORIANDER POWDER,Rajkot(Gujarat),186
Turmeric,17-Jul,TURMERIC POWDER,Rajkot(Gujarat),112
Dry Chilli,17-Jul,RED CHILLY POWDER KASHMIR,Rajkot(Gujarat),930
Dry Chilli,17-Jul,RED CHILLY POWDER REGULAR,Rajkot(Gujarat),434
Dry Chilli,17-Jul,RED CHILLY POWDER TEJA,Rajkot(Gujarat),410
Dry Chilli,17-Jul,RED CHILLY POWDER LOWEST,Rajkot(Gujarat),286
Cumin seeds,17-Jul,Singapore 99.00%,Rajkot(Gujarat),769
Cumin seeds,17-Jul,Singapore 99.50%,Rajkot(Gujarat),770
Cumin seeds,17-Jul,Europe,Rajkot(Gujarat),806
Coriander,17-Jul,Eagle Sortex,Rajkot(Gujarat),91
Coriander,17-Jul,Split,Rajkot(Gujarat),80
Coriander,17-Jul,Scooter,Rajkot(Gujarat),102
Coriander,17-Jul,Single Parrot,Rajkot(Gujarat),115
Turmeric,17-Jul,GOOD GRADE,Rajkot(Gujarat),118
Turmeric,17-Jul,EUROPE,Rajkot(Gujarat),124
Turmeric,17-Jul,BULB,Rajkot(Gujarat),115
Cumin seeds,17-Jul,Singapore 99,Kanpur(Uttar Pradesh),685
Turmeric,17-Jul,Turmeric Finger Selum,Nanded(Maharashtra),120
Turmeric,17-Jul,Bulb Selum Premium Export Quality,Nanded(Maharashtra),115
Turmeric,17-Jul,"Turmeric powder,Curcumin content- 1%",Deesa(Gujarat),50
Turmeric,17-Jul,"Turmeric powder,Curcumin content- 1.5%",Deesa(Gujarat),65
Turmeric,17-Jul,"Turmeric powder,Curcumin content- 2%",Deesa(Gujarat),75
Turmeric,17-Jul,"Turmeric powder,Curcumin content- 2.5%",Deesa(Gujarat),82
Turmeric,17-Jul,"Turmeric powder,Curcumin content- 3%",Deesa(Gujarat),90
Turmeric,17-Jul,"Turmeric powder,Curcumin content- 4%",Deesa(Gujarat),105
Turmeric,17-Jul,"Turmeric powder,Curcumin content- 5%",Deesa(Gujarat),120
Dry Chilli,17-Jul,Chilli Powder (Kashmiri),Deesa(Gujarat),500-800
Dry Chilli,17-Jul,Chilli Powder (A Grade),Deesa(Gujarat),300
Dry Chilli,17-Jul,Chilli Powder (B Grade),Deesa(Gujarat),290
Dry Chilli,17-Jul,Chilli Powder (C Grade),Deesa(Gujarat),250
Dry Chilli,17-Jul,Chilli Powder (D Grade),Deesa(Gujarat),160
Dry Chilli,17-Jul,Chilli Powder (Russia Grade),Deesa(Gujarat),110-140
Dry Chilli,17-Jul,Chilli Flakes (Low),Deesa(Gujarat),200
Dry Chilli,17-Jul,Chilli Flakes (Medium),Deesa(Gujarat),230
Dry Chilli,17-Jul,Chilli Flakes (Reguler),Deesa(Gujarat),250
Dry Chilli,17-Jul,Chilli Flakes (Deluxe),Deesa(Gujarat),290
Cumin seeds,17-Jul,Cumin Powder (Premium),Deesa(Gujarat),490
Cumin seeds,17-Jul,Cumin Powder (Medium),Deesa(Gujarat),410
Cumin seeds,17-Jul,Cumin Powder (Regular),Deesa(Gujarat),370
Cumin seeds,17-Jul,Cumin Powder (Low),Deesa(Gujarat),130-300
Coriander,17-Jul,Coriander Powder (Premium),Deesa(Gujarat),100
Coriander,17-Jul,Coriander Powder (Medium),Deesa(Gujarat),90
Coriander,17-Jul,Coriander Powder (Regular),Deesa(Gujarat),80
Coriander,17-Jul,Coriander Powder (Low),Deesa(Gujarat),55-60
Coriander,17-Jul,Quality Scooter,Mundra-port(Gujarat),100
Dry Chilli,17-Jul,Dehydrated Red Chilli powder,Shirdi(Maharashtra),250
Cumin seeds,17-Jul,Dehydrated Cumin powder,Shirdi(Maharashtra),360
Turmeric,17-Jul,1%,Shirdi(Maharashtra),80
Turmeric,17-Jul,1.50%,Shirdi(Maharashtra),90
Turmeric,17-Jul,2%,Shirdi(Maharashtra),95
Turmeric,17-Jul,2.50%,Shirdi(Maharashtra),100
Turmeric,17-Jul,3%,Shirdi(Maharashtra),105
Turmeric,17-Jul,4%,Shirdi(Maharashtra),115
Turmeric,17-Jul,5%,Shirdi(Maharashtra),130
Turmeric,17-Jul,Turmeric powder best quality,Baroda(Gujarat),100
Dry Chilli,17-Jul,Chilli powder,Baroda(Gujarat),280
Dry Chilli,17-Jul,Chilli flake,Baroda(Gujarat),290
Turmeric,17-Jul,Turmeric finger,Baroda(Gujarat),110
Coriander,17-Jul,Coriander seeds,Baroda(Gujarat),110
Coriander,17-Jul,Coriander powder,Baroda(Gujarat),100
Cumin seeds,17-Jul,Cumin Seeds Singapore 99,Baroda(Gujarat),600
Cumin seeds,17-Jul,Cumin Seeds Powder,Baroda(Gujarat),400
Dry Chilli,17-Jul,Teja Stem,Guntur(Andhra Pradesh),245
Dry Chilli,17-Jul,Teja stem less,Guntur(Andhra Pradesh),345
Dry Chilli,17-Jul,Teja Stem Cut,Guntur(Andhra Pradesh),270
Dry Chilli,17-Jul,Sannam with stem,Guntur(Andhra Pradesh),240
Dry Chilli,17-Jul,Sannam stem less,Guntur(Andhra Pradesh),290
Dry Chilli,17-Jul,Syngenta Bydigi Stem,Guntur(Andhra Pradesh),220
Dry Chilli,17-Jul,Syngenta Bydigi Stem less,Unjha / Mundra Delivery,270
Turmeric,17-Jul,Yellow 1%,Unjha / Mundra Delivery,48
Turmeric,17-Jul,Orange 1%,Unjha / Mundra Delivery,50
Turmeric,17-Jul,1.50%,Unjha / Mundra Delivery,59
Turmeric,17-Jul,2%,Unjha / Mundra Delivery,69
Turmeric,17-Jul,2.50%,Unjha / Mundra Delivery,74
Turmeric,17-Jul,3%,Unjha / Mundra Delivery,84
Dry Chilli,17-Jul,Chilli Flakes (Low),Unjha / Mundra Delivery,195
Dry Chilli,17-Jul,Chilli Flakes (Medium),Unjha / Mundra Delivery,280
Dry Chilli,17-Jul,Chilli Flakes (Reguler),Unjha / Mundra Delivery,250
Dry Chilli,17-Jul,Chilli Flakes (Deluxe),Unjha / Mundra Delivery,350
Dry Chilli,17-Jul,Chilli Flakes (Reguler),Unjha / Mundra Delivery,240
Dry Chilli,17-Jul,M Lower (M Lower),Unjha / Mundra Delivery,205
Dry Chilli,17-Jul,Medium Grade,Unjha / Mundra Delivery,120
Dry Chilli,17-Jul,Chilli Powder Lower Grade,Unjha / Mundra Delivery,100
Dry Chilli,17-Jul,Chilli Powder Medium Lower,Unjha / Mundra Delivery,120
Dry Chilli,17-Jul,CHILLI POWDER (60 ASTA / 70k SHU ),Unjha / Mundra Delivery,245
Dry Chilli,17-Jul,CHILLI POWDER (60 ASTA / 30k SHU),Unjha / Mundra Delivery,225
Turmeric,17-Jul,Turmeric powder Curcumin content- around 3 % Moisture- less than5%,Sangli(Maharashtra),128
Cumin seeds,17-Jul,Singapore 99,Udaipur(Rajasthan),635
Cumin seeds,17-Jul,Singapore 99,Unjha(Gujarat),610
Dry Chilli,18-Jul,SANIYA SUPER DELUX WITH STEM,Jodhpur(Rajasthan),270
Dry Chilli,18-Jul,SANIYA SUPER DELUX STEMLESS,Jodhpur(Rajasthan),325
Dry Chilli,18-Jul,REVA SUPER DELUX WITH STEAM,Jodhpur(Rajasthan),300
Dry Chilli,18-Jul,WONDERHOT PLAIN DOUBLE PATTA DELUX WITH STEM,Jodhpur(Rajasthan),360
Dry Chilli,18-Jul,WONDERHOT SINGAL PATTA WITH STEM,Jodhpur(Rajasthan),330
Dry Chilli,18-Jul,TURMARIC NIZAMABAD DOUBLE POLICE,Jodhpur(Rajasthan),120
Dry Chilli,18-Jul,SALEM SINGAL POLICE,Jodhpur(Rajasthan),115
Dry Chilli,18-Jul,NIZAMABAD GATTHA DOUBLE POLICE,Jodhpur(Rajasthan),120
Dry Chilli,18-Jul,AADITYA 501 IROD GATTHA,Jodhpur(Rajasthan),125
Cumin seeds,18-Jul,CUMIN POWDER,Rajkot(Gujarat),806
Coriander,18-Jul,CORIANDER POWDER,Rajkot(Gujarat),186
Turmeric,18-Jul,TURMERIC POWDER,Rajkot(Gujarat),112
Dry Chilli,18-Jul,RED CHILLY POWDER KASHMIR,Rajkot(Gujarat),930
Dry Chilli,18-Jul,RED CHILLY POWDER REGULAR,Rajkot(Gujarat),434
